"SchoolID","SchoolName","CommunityAreax","Address","Action","ProposedVacantSchoolBuilding","Impact","X20121320thDayEnrollment","ReceivingCode","ReceivingCode2","ReceivingCode3","SchoolNameCondense","OfficialShortName","OfficialFullName","PhoneNumber","LastKnownStreetAddress","ZipCode","CommunityAreay","Latitude","Longitude","SchoolType","AccessType","X201112PerformanceLevel","XAsian20122013","XBlack20122013","XHispanic20122013","XMultiRacial20122013","XNativeAmerican20122013","XNotAvailable20122013","XHawaiianPacificIslander20122013","XWhite20122013","X201213Bilinugual","X20112012Bilingual","X20102011Bilingual","X20092010Bilingual","X201213SPED","X20112012SPED","X20102011SPED","X20092010SPED","X201213LowIncome","X20112012LowIncome","X20102011LowIncome","X20092010LowIncome","X19992000Enrollment","X20002001Enrollment","X20012002Enrollment","X20022003Enrollment","X20032004Enrollment","X20042005Enrollment","X20052006Enrollment","X20062007Enrollment","X20072008Enrollment","X20082009Enrollment","X20092010Enrollment","X20102011Enrollment","X20112012Enrollment","X20122013Enrollment","TotalClassrooms","XofAllottedHomeroomClassrooms","XofAllottedAncillaryClassrooms","IdealCapacityCPSFormula","X201213UtilizationrateCPSFormula","SpaceUseStatusCPSFormula","ApplestoApplesCorrectedTopofRangeMaxAvg30","ApplestoApplesCorrectedMidpointofRange","ApplestoApplesCorrectedBottomofRange","ApplestoApplesSpaceUtilizationIndex","ApplestoApplesUtilizationRate","ApplestoApplesSpaceUseStatus","X20122013ProbationStatus","X20112012ProbationStatus","X20102011ProbationStatus","X20092010ProbationStatus","X20082009ProbationStatus","X20072008ProbationStatus","X20062007ProbationStatus","X20052006ProbationStatus","X20042005ProbationStatus","X20032004ProbationStatus","X20022003ProbationStatus","X20012002ProbationStatus","X20002001ProbationStatus","X19992000ProbationStatus","X19981999ProbationStatus","X19971998ProbationStatus","X19961997ProbationStatus","X19992000MobilityRate","X20002001MobilityRate","X20012002MobilityRate","X20022003MobilityRate","X20032004MobilityRate","X20042005MobilityRate","X20052006MobilityRate","X20062007MobilityRate","X20072008MobilityRate","X20082009MobilityRate","X20092010MobilityRate","X20102011MobilityRate","X20112012MobilityRate","Linktocohortchart","ISATScoresbyCohortMeetsExceedsReading3rdGrade2007","ISATScoresbyCohortMeetsExceedsReading4thGrade2008","ISATScoresbyCohortMeetsExceedsReading5thGrade2009","ISATScoresbyCohortMeetsExceedsReading6thGrade2010","ISATScoresbyCohortMeetsExceedsReading7thGrade2011","ISATScoresbyCohortMeetsExceedsReading8thGrade2012","ISATScoresbyCohortWarningReading3rdGrade2007","ISATScoresbyCohortWarningReading4thGrade2008","ISATScoresbyCohortWarningReading5thGrade2009","ISATScoresbyCohortWarningReading6thGrade2010","ISATScoresbyCohortWarningReading7thGrade2011","ISATScoresbyCohortWarningReading8thGrade2012","ISATScoresbyCohortMeetsExceedsMath3rdGrade2007","ISATScoresbyCohortMeetsExceedsMath4thGrade2008","ISATScoresbyCohortMeetsExceedsMath5thGrade2009","ISATScoresbyCohortMeetsExceedsMath6thGrade2010","ISATScoresbyCohortMeetsExceedsMath7thGrade2011","ISATScoresbyCohortMeetsExceedsMath8thGrade2012","ISATScoresbyCohortWarningMath3rdGrade2007","ISATScoresbyCohortWarningMath4thGrade2008","ISATScoresbyCohortWarningMath5thGrade2009","ISATScoresbyCohortWarningMath6thGrade2010","ISATScoresbyCohortWarningMath7thGrade2011","ISATScoresbyCohortWarningMath8thGrade2012","ISATScoresbyCohortMeetsExceedsScience4thGrade2008","ISATScoresbyCohortMeetsExceedsScience7thGrade2011","ISATScoresbyCohortWarningScience4thGrade2008","ISATScoresbyCohortWarningScience7thGrade2011","X5EssentialsAmbitiousInstruction2011","X5EssentialsAmbitiousInstruction2012","X5EssentialsEffectiveLeaders2011","X5EssentialsEffectiveLeaders2012","X5EssentialsCollaborativeTeachers2011","X5EssentialsCollaborativeTeachers2012","X5EssentialsInvolvedFamilies2011","X5EssentialsInvolvedFamilies2012","X5EssentialsSupportiveEnvironment2011","X5EssentialsSupportiveEnvironment2012","X5EssentialsRatingAmbitiousInstruction2011","X5EssentialsRatingAmbitiousInstruction2012","X5EssentialsRatingEffectiveLeaders2011","X5EssentialsRatingEffectiveLeaders2012","X5EssentialsRatingCollaborativeTeachers2011","X5EssentialsRatingCollaborativeTeachers2012","X5EssentialsRatingInvolvedFamilies2011","X5EssentialsRatingInvolvedFamilies2012","X5EssentialsRatingSupportiveEnvironment2011","X5EssentialsRatingSupportiveEnvironment2012","ClosingStatus","ReceivingStatus","XPerformancePolicyPoints","ISATCompositeMeetsExceeds","ValueAddedMath","ValueAddedReading","ResultCode"
610273,"PADEREWSKI","South Lawndale","2221 S Lawndale Ave","closure","yes","Paderewski closes. Receiving schools are Cardenas and Castellanos.",172,"610024","609826","0","PADEREWSKI","Paderewski","Ignance Paderewski Elementary Learning Academy","(773) 534-1821","2221 S Lawndale Ave",60623,"SOUTH LAWNDALE",41.85094816,-87.71726618,"District, non-alternative","Neighborhood Open Area","Level 3",0,80.2,19.2,0,0,0,0,0.6,5.23,4.69,10.45,7.04,"13.95",11.72,12.69,12.68,"100",100,99.25,99.3,412,469,381,273,397,392,357,306,232,182,142,134,128,172,25,19,6,570,"0.3","UNDERUTILIZED","570","475","380","-0.64","0.36","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","53.9",72.4,48.6,42.1,37.1,29.2,38,27.4,50.2,44.7,39.8,35.6,43,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252390&level=S","30","50","40","53","59","94",7,5,0,5,0,0,"54","41","53","22","47","56",8,5,7,0,12,0,"18","53",14,6,"98","73","NDA","NDA","NDA","NDA","NDA","NDA","63","70","very strong","strong","no data available","no data available","no data available","no data available","no data available","no data available","strong","strong",1,0,45.2,63.6,-0.4,-0.3,1
610277,"OVERTON","Grand Boulevard","221 E 49th St","closure","yes","Overton closes. Receiving school is Mollison.",431,"610276","0","0","OVERTON","Overton","Anthony Overton Elementary School","(773) 535-1430","221 E 49th St",60615,"GRAND BOULEVARD",41.80557578,-87.62012252,"District, non-alternative","Neighborhood Open Area","Level 3",0,91.9,1.2,0,0,6.7,0,0.2,0.23,0.23,0,0,"8.12",7.16,6.38,4.2,"95.36",95.61,92.67,96.1,787,613,461,452,494,416,396,378,354,429,433,423,433,431,37,28,9,840,"0.51","UNDERUTILIZED","840","700","560","-0.38","0.62","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","yes","yes","31.9",40.5,37.8,26.9,33.3,33.6,47.5,37,40.9,26.5,46.6,41.9,34.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252388&level=S","63","37","38","48","59","78",0,7,0,0,10,0,"73","48","40","59","62","74",7,0,4,3,3,0,"22","79",22,11,"76","NDA","NDA","NDA","NDA","NDA","NDA","NDA","64","NDA","strong","no data available","no data available","no data available","no data available","no data available","no data available","no data available","strong","no data available",1,0,35.7,59,-1.4,-0.9,1
610280,"BUCKINGHAM","Calumet Heights","9207 S Phillips Ave","closure","yes","Buckingham closes. Receiving school is Montefiore.",35,"610075","0","0","BUCKINGHAM","Buckingham","Kate S Buckingham Special Education Center","(773) 535-6422","9207 S Phillips Ave",60617,"CALUMET HEIGHTS",41.72782129,-87.56439326,"District, Special Ed.","Spec Ed/Alt","Level 3",0,97.1,2.9,0,0,0,0,0,2.86,0,2.56,0,"100",100,100,100,"97.14",92.31,87.18,97.1,42,44,38,33,46,49,41,41,37,33,34,39,26,35,7,0,0,65,"0.54","UNDERUTILIZED","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","no","no","no","no","no","no","no","no","no","no","no","no","81.4",39.4,43.7,88.7,0,0,0,0,0,0,0,0,0,"Not available: https://iirc.niu.edu/School.aspx?schoolId=150162990253758","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"20","99","NDA","NDA","NDA","NDA","NDA","NDA","24","61","weak","very strong","no data available","no data available","no data available","no data available","no data available","no data available","weak","strong",1,0,30.6,10.6,0,-0.7,1
610285,"WOODS","West Englewood","6206 S Racine Ave","closure","yes","Woods closes. Receiving school is Bass.",371,"609791","0","0","WOODS","Woods Acad","Granville T Woods Math & Science Academy ES","(773) 535-9250","6206 S Racine Ave",60636,"WEST ENGLEWOOD",41.7811649,-87.65468845,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.4,0.8,0.3,0,0,0.3,0.3,0.27,0,0,0,"14.29",12.47,11.47,8.87,"96.77",94.51,90.14,95.46,862,803,796,830,775,699,597,576,546,511,485,436,401,371,36,27,9,810,"0.46","UNDERUTILIZED","810","675","540","-0.45","0.55","UNDERUTILIZED","yes","no","yes","yes","yes","yes","no","yes","yes","no","no","yes","yes","no","no","no","no","31.1",33.7,29.9,33.9,42.4,39.9,39.5,37.6,47.3,31.7,24.2,32.9,26,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252216&level=S","29","39","31","46","74","78",21,7,2,0,4,0,"38","34","53","52","76","74",22,5,0,4,2,2,"27","74",22,10,"31","56","NDA","NDA","NDA","NDA","NDA","NDA","43","62","weak","neutral","no data available","no data available","no data available","no data available","no data available","no data available","neutral","strong",1,0,42.9,66,-1.2,-0.8,1
610320,"DUPREY","West Town","2620 W Hirsch St","closure","no","Duprey, currently located in a building with Von Humboldt, closes. Receiving school is De Diego. De Diego will operate in both the De Diego building and the Von Humboldt/Duprey building. ",92,"610313","0","0","DUPREY","Duprey","Ana Roque de Duprey Elementary School","(773) 534-4230","2620 W Hirsch St",60622,"WEST TOWN",41.90672216,-87.69300325,"District, non-alternative","Neighborhood Open Area","Level 2",0,29.3,67.4,0,0,0,0,3.3,6.52,10.53,13.95,22.15,"15.22",10.53,12.79,11.39,"98.91",98.25,96.51,96.84,495,401,380,370,364,322,322,337,231,314,158,86,114,92,15,11,4,330,"0.28","UNDERUTILIZED","330","275","220","-0.67","0.33","UNDERUTILIZED","no","yes","yes","yes","no","no","no","yes","yes","no","no","yes","yes","yes","yes","yes","yes","36.7",28.2,50.7,39.8,40.4,29.7,41.9,37.1,42.2,26.9,41.2,60.3,16.7,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252869&level=S","31","42","39","57","75","94",31,4,3,4,0,0,"31","57","50","44","81","81",23,0,0,4,6,0,"30","75",15,6,"14","38","NDA","33","NDA","50","NDA","41","12","28","very weak","weak","no data available","weak","no data available","neutral","no data available","neutral","very weak","weak",1,0,50,74.4,0.7,-0.4,1
610348,"GOLDBLATT","West Garfield Park","4257 W Adams St","closure","yes","Goldblatt closes. Receiving school is Hefferan.",236,"609985","0","0","GOLDBLATT","Goldblatt","Nathan R Goldblatt Elementary School","(773) 534-6860","4257 W Adams St",60624,"WEST GARFIELD PARK",41.87778081,-87.73273021,"District, non-alternative","Neighborhood Open Area","Level 2",0,97.5,2.1,0.4,0,0,0,0,0,0,0,0,"9.32",10.07,9.52,10.18,"88.56",88.81,100,99.64,700,671,674,626,555,522,488,371,342,331,275,273,268,236,34.5,26,8.5,780,"0.3","UNDERUTILIZED","780","650","520","-0.64","0.36","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","20.8",20.1,19.1,27.4,26.7,27,32.4,36.5,24.6,40.5,35.3,26.5,40.2,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252221&level=S","32","52","57","57","57","62",30,7,0,0,0,0,"48","59","48","57","71","52",27,7,0,0,0,0,"42","71",8,19,"99","70","NDA","NDA","NDA","NDA","NDA","NDA","80","55","very strong","strong","no data available","no data available","no data available","no data available","no data available","no data available","very strong","neutral",1,0,69,68.6,1.8,0.3,1
610365,"BETHUNE","East Garfield Park","3030 W Arthington St","closure","yes","Bethune closes. Receiving school is Gregory.",377,"609954","0","0","BETHUNE","Bethune","Mary McLeod Bethune Elementary School","(773) 534-6890","3030 W Arthington St",60612,"EAST GARFIELD PARK",41.87019518,-87.70216173,"Contract (Turnaround)","Neighborhood Open Area","Level 3",0,98.9,0,0.8,0.3,0,0,0,0,0,0,0,"13.79",14.88,10.54,9.3,"96.02",92.01,97.15,95.2,0,0,0,0,552,495,364,351,346,353,377,351,363,377,35,26,9,780,"0.48","UNDERUTILIZED","780","650","520","-0.42","0.58","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","61.5",51.5,64.5,68.6,60.6,41.7,26.9,31.4,38.1,38.9,36.6,33.3,32.3,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252084&level=S","13","25","23","37","38","66",37,19,7,6,0,3,"21","27","45","51","71","83",42,6,3,3,9,0,"27","39",24,30,"39","50","31","33","46","44","40","47","53","60","weak","neutral","weak","weak","neutral","neutral","neutral","neutral","neutral","strong",1,0,35.7,48.4,-2.1,-0.8,1
610369,"JACKSON, M","Auburn Gresham","917 W 88th St","closure","yes","M. Jackson closes. Receiving school is Fort Dearborn.",302,"609924","0","0","JACKSONM","Jackson M.","Mahalia Jackson Elementary School","(773) 535-3341","917 W 88th St",60620,"AUBURN GRESHAM",41.73409818,-87.64675679,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.7,1,0.3,0,0,0,0,0,0,0,0,"18.21",22.36,23.2,24.4,"73.84",91.61,96.08,92.1,501,503,477,430,384,359,392,368,368,321,316,306,322,302,33.5,25,8.5,750,"0.4","UNDERUTILIZED","750","625","500","-0.52","0.48","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","25",30.7,25.8,36.7,30.5,37,36.6,43.2,45,32.7,31.4,26.9,29.6,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252046&level=S","33","53","55","69","54","64",18,3,0,0,3,0,"56","51","59","66","65","61",24,5,0,3,3,3,"49","75",21,6,"66","52","NDA","31","NDA","22","NDA","32","54","47","strong","neutral","no data available","weak","no data available","weak","no data available","weak","neutral","neutral",1,0,31,51.9,-0.6,-0.8,1
609848,"ALTGELD","West Englewood","1340 W 71st St","closure*","no","Altgeld closes. Receiving school is Wentworth. Wentworth relocates to Altgeld.",443,"610223","0","0","ALTGELD","Aldridge","Ira F Aldridge Elementary School","(773) 535-5614","630 E 131st St",60827,"RIVERDALE",41.65743243,-87.60649623,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.8,1.2,0,0,0,0,0,0.8,0,0,0,"6.8",9.19,9.15,9.9,"94",94.35,98.24,99,505,489,434,443,409,346,261,210,219,270,293,284,283,250,26.5,20,6.5,600,"0.42","UNDERUTILIZED","600","500","400","-0.5","0.5","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","24.4",23.8,36.7,35.6,35.3,49.8,20,22,32.4,48.9,35.8,19.9,23.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252054&level=S","40","77","52","59","67","68",15,0,0,0,0,0,"50","82","54","53","52","48",10,0,0,0,0,0,"71","50",6,8,"39","71","NDA","70","NDA","67","NDA","47","36","54","weak","strong","no data available","strong","no data available","strong","no data available","neutral","weak","neutral",0,0,21.4,57.2,-0.8,-1.3,1
609881,"DELANO","West Garfield Park","3937 W Wilcox St","closure*","no","Delano closes. Receiving school is Melody. Melody relocates to Delano building.",395,"610293","0","0","DELANO","Delano","Edward C Delano Elementary School","(773) 534-6620","3937 W Wilcox St",60624,"WEST GARFIELD PARK",41.87877166,-87.72464875,"District, non-alternative","Neighborhood Open Area","Level 2",0,98.7,1.3,0,0,0,0,0,0,0,0,0,"5.06",6.76,7.28,7.31,"97.22",100,99.3,97.85,742,654,657,616,557,459,445,423,409,498,465,426,414,395,47,36,11,1080,"0.37","UNDERUTILIZED","1080","900","720","-0.56","0.44","UNDERUTILIZED","no","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","27",41.6,21.6,29.5,34.8,28.3,37.3,42.6,42.7,38.2,39.3,25.4,32.4,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252152&level=S","42","47","52","47","50","90",17,2,0,3,3,0,"67","67","67","50","69","90",8,0,0,3,3,0,"58","53",2,17,"52","72","63","36","79","28","64","46","66","68","neutral","strong","strong","weak","strong","weak","strong","neutral","strong","strong",1,0,54.8,73.7,0.8,0.4,1
609913,"GOODLOW","West Englewood","2040 W 62nd St","closure*","no","Goodlow closes. Receiving school is Earle. Earle relocates to Goodlow building.",378,"609897","0","0","GOODLOW","Goodlow","Elaine O Goodlow Elementary Magnet School","(773) 535-9365","2040 W 62nd St",60636,"WEST ENGLEWOOD",41.78125258,-87.67555599,"District, non-alternative","Neighborhood Open Area","Level 3",0,95.5,2.1,0.8,0,1.6,0,0,0,0.24,0,0,"10.32",9.13,12.86,13.19,"90.48",92.07,94.24,96.18,719,687,670,589,582,585,566,545,522,533,523,451,416,378,28.5,21,7.5,630,"0.6","UNDERUTILIZED","630","525","420","-0.28","0.72","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","34.7",24.1,27.8,28.7,37.8,39,25,33.4,31.1,23.7,30.6,21.3,21.7,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252812&level=S","41","60","46","80","80","69",10,4,2,0,0,0,"73","62","44","63","63","68",4,0,0,3,8,3,"43","68",7,8,"56","NDA","35","NDA","28","NDA","38","NDA","52","NDA","neutral","no data available","weak","no data available","weak","no data available","weak","no data available","neutral","no data available",1,0,31,59.9,-2.4,-2.1,1
609989,"HERBERT","Near West Side","2131 W Monroe St","closure*","no","Herbert closes. Receiving school is Dett. Dett relocates to Herbert building.",355,"610252","0","0","HERBERT","Herbert","Victor Herbert Elementary School","(773) 534-7806","2131 W Monroe St",60612,"NEAR WEST SIDE",41.87984242,-87.68031236,"District, non-alternative","Neighborhood Open Area","Level 3",0.6,91.8,3.4,2,0,2.3,0,0,1.97,1.51,1.06,0.5,"25.92",26.95,24.2,24.5,"87.04",87.15,94.95,99.7,515,508,482,447,422,451,419,440,442,431,396,376,397,355,36,27,9,810,"0.44","UNDERUTILIZED","810","675","540","-0.47","0.53","UNDERUTILIZED","yes","no","no","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","19.5",16.5,9.2,16.5,19.3,17.3,36.1,31.9,29.2,20.5,15.7,20.1,23.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252262&level=S","30","28","36","58","53","70",34,13,7,0,8,0,"22","49","68","61","80","65",34,8,0,5,8,0,"31","74",21,5,"72","53","48","52","50","39","46","49","64","59","strong","neutral","neutral","neutral","neutral","weak","neutral","neutral","strong","neutral",1,0,38.1,66.4,-0.9,-1.5,1
610045,"LAWRENCE","South Deering","9928 S Crandon Ave","closure*","no","Lawrence closes. Receiving school is Burnham. Burnham relocates to Lawrence building.",398,"609821","0","0","LAWRENCE","Lawrence","Robert H Lawrence Elementary School","(773) 535-6320","9928 S Crandon Ave",60617,"SOUTH DEERING",41.71440176,-87.56716721,"District, non-alternative","Neighborhood Open Area","Level 3",0,97.7,1.3,0.8,0,0.3,0,0,1.01,1.6,1.49,0.2,"11.56",9.84,9.68,8.5,"96.48",97.61,93.8,95,689,611,635,685,648,624,622,650,573,456,436,403,376,398,37.5,28,9.5,840,"0.47","UNDERUTILIZED","840","700","560","-0.43","0.57","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","23.7",25.3,28.1,36.2,31.5,30.7,40.1,26.7,66.1,30.6,28.7,32.3,40.2,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252322&level=S","44","42","43","59","53","62",14,4,0,2,0,0,"60","56","45","64","40","57",11,0,0,0,3,0,"33","40",8,21,"51","60","35","56","30","53","29","31","40","53","neutral","strong","weak","neutral","weak","neutral","weak","weak","neutral","neutral",1,0,35.7,54.6,0.1,-1,1
610058,"MAY","Austin","512 S Lavergne Ave","closure*","no","May closes. Receiving school is Leland. Leland also receives students from L Armstrong. Leland relocates to May building.",463,"610305","0","0","MAY","May","Horatio May Elementary Community Academy","(773) 534-6140","512 S Lavergne Ave",60644,"AUSTIN",41.87358321,-87.74931216,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.4,0.2,0.2,0.2,0,0,0,0,0,0,0,"10.15",9.87,10.58,9.8,"95.03",96.71,98.8,97.8,907,884,889,973,901,894,751,722,673,588,500,501,456,463,45,34,11,1020,"0.45","UNDERUTILIZED","1020","850","680","-0.46","0.54","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","yes","yes","no","no","no","no","29.3",23.6,36.1,38.3,38.8,47.9,45.6,42.2,34,32.7,29,34,40,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252336&level=S","27","39","24","45","51","70",28,7,3,2,3,2,"45","54","35","51","60","64",23,12,0,6,10,0,"49","54",8,18,"56","50","NDA","52","NDA","42","NDA","37","47","58","neutral","neutral","no data available","neutral","no data available","neutral","no data available","weak","neutral","neutral",1,0,45.2,60.6,-0.7,-1,1
610061,"MAYO","Douglas","249 E 37th St","closure*","no","Mayo closes. Receiving school is Ida Wells. Relocates to Mayo building.",408,"610110","0","0","MAYO","Mayo","William J & Charles H Mayo Elementary School","(773) 535-1260","249 E 37th St",60653,"DOUGLAS",41.82732778,-87.61978251,"District, non-alternative","Neighborhood Open Area","Level 3",0,92.9,1,0,0,6.1,0,0,0.49,0,0,0,"8.33",8.77,7.44,6.4,"94.61",94.96,97.91,99.6,497,504,491,472,505,555,530,523,487,478,453,430,456,408,31,23,8,690,"0.59","UNDERUTILIZED","690","575","460","-0.29","0.71","UNDERUTILIZED","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","23.2",16.4,22.6,23,20.5,17.2,17,24.3,18.9,18.7,16.1,20.2,21.2,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252338&level=S","49","45","41","76","65","80",8,7,2,0,0,2,"71","51","59","76","59","55",6,2,0,0,0,0,"46","59",21,15,"65","44","52","NDA","47","NDA","52","NDA","62","37","strong","neutral","neutral","no data available","neutral","no data available","neutral","no data available","strong","weak",1,0,26.2,62.5,-0.7,-1.7,1
610154,"RYERSON","Humboldt Park","646 N Lawndale Ave","closure*","no","Ryerson closes. Receiving school is Laura Ward. Laura Ward relocates to Ryerson building.",399,"610133","0","0","RYERSON","Ryerson","Martin A Ryerson Elementary School","(773) 534-6700","646 N Lawndale Ave",60624,"HUMBOLDT PARK",41.89321142,-87.71883334,"District, non-alternative","Neighborhood Open Area","Level 2",0,97.2,2.5,0,0.3,0,0,0,0.5,0.45,0,0.2,"12.03",9.71,9.5,8.2,"93.73",94.58,99.57,99.6,617,603,617,587,550,630,547,516,591,507,515,463,443,399,31,23,8,690,"0.58","UNDERUTILIZED","690","575","460","-0.31","0.69","UNDERUTILIZED","no","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","29.9",22.5,24.2,29.7,25.8,37.8,33.6,34.8,46.2,33.9,27.2,29.4,41.4,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252432&level=S","12","49","44","72","73","73",35,11,0,0,3,0,"21","51","63","81","97","79",41,11,0,3,0,0,"38","93",11,0,"43","38","41","49","37","47","31","32","48","40","neutral","weak","neutral","neutral","weak","neutral","weak","weak","neutral","neutral",1,0,50,73.2,-2.8,-0.6,1
610156,"ARMSTRONG, L","Austin","5345 W Congress Pkwy","closure*","yes","Armstrong, L closes. Receiving school is Leland. Leland also receives students from May. Leland relocates to May building.",98,"610305","0","0","ARMSTRONGL","Armstrong, L.","Louis Armstrong Math & Science Elementary School","(773) 534-6365","5345 W Congress Pkwy",60644,"AUSTIN",41.87378243,-87.75920297,"District, non-alternative","Neighborhood Open Area","Level 2",0,96.9,3.1,0,0,0,0,0,0,0,0,0,"27.55",23.16,22.22,14.3,"95.92",100,99.07,99.2,239,262,250,248,221,196,193,183,137,144,133,108,95,98,12,9,3,270,"0.36","UNDERUTILIZED","270","225","180","-0.56","0.44","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","19.9",20.7,19.9,24,19.2,40.6,22.2,29.6,23.6,29.1,23.8,24.6,33.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252188&level=S","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"62","71","NDA","65","NDA","74","NDA","72","49","87","strong","strong","no data available","strong","no data available","strong","no data available","strong","neutral","very strong",1,0,61.9,63.9,0.6,1.4,1
610169,"SEXTON","Woodlawn","6020 S Langley Ave","closure*","no","Sexton closes. Receiving school is Fiske. Fiske relocates into Sexton building.",359,"609919","0","0","SEXTON","Sexton","Austin O Sexton Elementary School","(773) 535-0640","6020 S Langley Ave",60637,"WOODLAWN",41.78517099,-87.60866927,"District, non-alternative","Neighborhood Open Area","Level 2",0,98.6,1.1,0.3,0,0,0,0,0,0,0,0,"8.64",9.88,13.83,13.78,"77.44",95.21,99.73,98.5,754,726,711,712,677,612,597,542,470,422,399,376,334,359,39,29,10,870,"0.41","UNDERUTILIZED","870","725","580","-0.5","0.5","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","39.8",42.7,33.4,35.2,58.3,39.2,34.3,47.5,44,39.6,35.9,31.1,46.2,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252447&level=S","31","37","50","68","72","86",14,4,0,0,3,0,"58","78","73","76","75","69",13,4,0,0,6,0,"57","83",15,6,"34","NDA","NDA","NDA","NDA","NDA","NDA","NDA","38","NDA","weak","no data available","no data available","no data available","no data available","no data available","no data available","no data available","weak","no data available",1,0,50,62.5,1.1,-0.2,1
610189,"STOCKTON","Uptown","4420 N Beacon St","closure*","no","Stockton closes. Receiving school is Courtenay. Courtenay relocates to Stockton building.",475,"610355","0","0","STOCKTON","Stockton","Joseph Stockton Elementary School","(773) 534-2450","4420 N Beacon St",60640,"UPTOWN",41.9623189,-87.66388983,"District, non-alternative","Neighborhood Open Area","Level 3",3.6,52.6,31.2,2.1,0.4,1.1,0.6,8.4,17.89,20.57,13.68,13.93,"27.16",24.95,23.51,23.49,"80.63",81.18,81.31,92.52,640,552,548,499,503,517,523,484,437,515,481,519,457,475,44.5,34,10.5,1050,"0.45","UNDERUTILIZED","1020","850","680","-0.44","0.56","UNDERUTILIZED","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","33.5",31.3,31.3,25.5,31.3,24.2,22.1,21,24.3,17.9,25.9,20.7,32.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252470&level=S","73","85","83","88","83","82",12,0,0,0,0,0,"81","85","89","91","86","79",8,0,0,0,0,0,"93","86",0,7,"68","55","NDA","64","NDA","58","NDA","44","51","47","strong","neutral","no data available","strong","no data available","neutral","no data available","neutral","neutral","neutral",1,0,38.1,72.6,-0.5,-0.2,1
