X,Y,SchoolID,SchoolName,CommunityA,Address,Action,ProposedVa,Impact,X20121320t,ReceivingC,Receivin_1,Receivin_2,SchoolNa_1,OfficialSh,OfficialFu,PhoneNumbe,LastKnownS,ZipCode,Communit_1,Latitude,Longitude,SchoolType,AccessType,X201112Per,XAsian2012,XBlack2012,XHispanic2,XMultiRaci,XNativeAme,XNotAvaila,XHawaiianP,XWhite2012,X201213Bil,X20112012B,X20102011B,X20092010B,X201213SPE,X20112012S,X20102011S,X20092010S,X201213Low,X20112012L,X20102011L,X20092010L,X19992000E,X20002001E,X20012002E,X20022003E,X20032004E,X20042005E,X20052006E,X20062007E,X20072008E,X20082009E,X20092010E,X20102011E,X20112012E,X20122013E,TotalClass,XofAllotte,XofAllot_1,IdealCapac,X201213Uti,SpaceUseSt,ApplestoAp,Applesto_1,Applesto_2,Applesto_3,Applesto_4,Applesto_5,X20122013P,X20112012P,X20102011P,X20092010P,X20082009P,X20072008P,X20062007P,X20052006P,X20042005P,X20032004P,X20022003P,X20012002P,X20002001P,X19992000P,X19981999P,X19971998P,X19961997P,X19992000M,X20002001M,X20012002M,X20022003M,X20032004M,X20042005M,X20052006M,X20062007M,X20072008M,X20082009M,X20092010M,X20102011M,X20112012M,Linktocoho,ISATScores,ISATScor_1,ISATScor_2,ISATScor_3,ISATScor_4,ISATScor_5,ISATScor_6,ISATScor_7,ISATScor_8,ISATScor_9,ISATScor10,ISATScor11,ISATScor12,ISATScor13,ISATScor14,ISATScor15,ISATScor16,ISATScor17,ISATScor18,ISATScor19,ISATScor20,ISATScor21,ISATScor22,ISATScor23,ISATScor24,ISATScor25,ISATScor26,ISATScor27,X5Essentia,X5Essent_1,X5Essent_2,X5Essent_3,X5Essent_4,X5Essent_5,X5Essent_6,X5Essent_7,X5Essent_8,X5Essent_9,X5Essent10,X5Essent11,X5Essent12,X5Essent13,X5Essent14,X5Essent15,X5Essent16,X5Essent17,X5Essent18,X5Essent19,ClosingSta,ReceivingS,XPerforman,ISATCompos,ValueAdded,ValueAdd_1,ResultCode,WARD,PRECINCT,FULL_TEXT
-87.65354234,41.77427377,609791,BASS,Englewood,1140 W 66th St,receiving school,no,Bass is the receving school for Woods.,336,0,0,0,BASS,Bass,Perkins Bass Elementary School,(773) 535-3275,1140 W 66th St,60621,ENGLEWOOD,41.774273770000001,-87.653542340000001,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,98.500000000000000,0.900000000000000,0.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.44%,0.000000000000000,0.000000000000000,0.000000000000000,91.07%,0.000000000000000,0.000000000000000,0.000000000000000,804,752,789,738,779,779,714,659,578,508,410,429,367,336,0.000000000000000,27,9.000000000000000,810,41%,UNDERUTILIZED,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,51.299999999999997,46.100000000000001,43.200000000000003,37.399999999999999,37.200000000000003,44.600000000000001,39.500000000000000,53.799999999999997,61.200000000000003,48.299999999999997,36.100000000000001,45.100000000000001,46.299999999999997,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252069&level=S,NDA,NDA,NDA,NDA,NDA,NDA,0,0,0,0,0,0,NDA,NDA,NDA,NDA,NDA,NDA,0,0,0,0,0,0,NDA,NDA,0,0,57,NDA,52,NDA,42,NDA,50,NDA,47,NDA,neutral,no data available,neutral,no data available,neutral,no data available,neutral,no data available,neutral,no data available,0,1,59.500000000000000,69.900000000000006,0.600000000000000,3.400000000000000,2,16,30,16030
-87.64748868,41.7849277,609793,NICHOLSON,Englewood,6006 S Peoria St,receiving school,no,Nicholson is the receiving school for Bontemps.,469,0,0,0,NICHOLSON,Nicholson,Nicholson Technology Academy,(773) 535-3285,6006 S Peoria St,60621,ENGLEWOOD,41.784927699999997,-87.647488679999995,"District, non-alternative",Neighborhood Open Area,Level 1,0.000000000000000,99.400000000000006,0.200000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.23%,0.000000000000000,0.000000000000000,0.000000000000000,91.9%,0.000000000000000,0.000000000000000,0.000000000000000,707,745,792,830,752,708,617,468,465,405,474,474,464,469,0.000000000000000,31,10.500000000000000,930,50%,UNDERUTILIZED,,,,,,,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,36.100000000000001,36.600000000000001,41.000000000000000,44.100000000000001,61.200000000000003,39.899999999999999,36.799999999999997,38.899999999999999,48.200000000000003,34.399999999999999,39.500000000000000,38.700000000000003,45.500000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252072&level=S,39,37,32,53,56,84,0,0,0,0,0,0,61,76,83,85,95,97,0,0,0,0,0,0,43,80,0,0,73,89,42,50,39,42,38,33,74,95,strong,very strong,neutral,neutral,weak,neutral,weak,weak,strong,very strong,0,1,81.000000000000000,82.000000000000000,2.200000000000000,4.100000000000000,2,16,25,16025
-87.63359476,41.68663682,609808,HALEY,Roseland,11411 S Eggleston Ave,receiving school,no,Haley is the receiving school for West Pullman.,529,0,0,0,HALEY,Haley,Alex Haley Elementary Academy,(773) 535-5340,11411 S Eggleston Ave,60628,ROSELAND,41.686636819999997,-87.633594759999994,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,99.099999999999994,0.600000000000000,0.200000000000000,0.000000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.21%,0.000000000000000,0.000000000000000,0.000000000000000,95.46%,0.000000000000000,0.000000000000000,0.000000000000000,0,894,926,902,883,845,804,755,667,600,553,512,524,529,0.000000000000000,29,9.500000000000000,870,61%,UNDERUTILIZED,,,,,,,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,32.899999999999999,34.299999999999997,43.200000000000003,41.500000000000000,40.100000000000001,43.600000000000001,38.600000000000001,43.899999999999999,51.899999999999999,36.500000000000000,33.200000000000003,33.000000000000000,43.799999999999997,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252092&level=S,38,46,67,72,67,89,0,0,0,0,0,0,55,58,67,72,84,82,0,0,0,0,0,0,63,77,0,0,60,NDA,NDA,NDA,NDA,NDA,NDA,NDA,58,NDA,strong,no data available,no data available,no data available,no data available,no data available,no data available,no data available,neutral,no data available,0,1,54.799999999999997,69.500000000000000,1.400000000000000,1.600000000000000,2,34,41,34041
-87.71496352,41.84544296,609826,CASTELLANOS MIDDLE,South Lawndale,2524 S Central Park Ave,receiving school,no,Castellanos is a receving school for Paderewski.,545,0,0,0,CASTELLANOSMIDDLE,Castellanos,Rosario Castellanos Elementary School,(773) 534-1620,2524 S Central Park Ave,60623,SOUTH LAWNDALE,41.845442960000000,-87.714963519999998,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,1.100000000000000,98.700000000000003,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.13%,0.000000000000000,0.000000000000000,0.000000000000000,99.27%,0.000000000000000,0.000000000000000,0.000000000000000,0,821,815,796,822,690,641,587,582,554,580,545,525,545,0.000000000000000,20,6.500000000000000,600,91%,EFFICIENT,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,30.399999999999999,25.699999999999999,23.399999999999999,23.199999999999999,17.899999999999999,21.100000000000001,15.699999999999999,16.199999999999999,14.199999999999999,7.000000000000000,10.000000000000000,12.600000000000000,13.800000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252106&level=S,NDA,33,39,55,59,78,0,0,0,0,0,0,NDA,52,55,69,72,80,0,0,0,0,0,0,26,53,0,0,20,44,17,22,31,23,27,26,34,47,weak,neutral,very weak,weak,weak,weak,weak,weak,weak,neutral,0,1,52.399999999999999,69.599999999999994,-0.200000000000000,-0.200000000000000,2,22,13,22013
-87.68325438,41.975867,609852,CHAPPELL,Lincoln Square,2135 W Foster Ave,receiving school,no,Chappell is a receiving school for Trumbull.,493,0,0,0,CHAPPELL,Chappell,Eliza Chappell Elementary School,(773) 534-2390,2135 W Foster Ave,60625,LINCOLN SQUARE,41.975867000000001,-87.683254379999994,"District, non-alternative",Neighborhood Open Area,Level 1,14.000000000000000,4.900000000000000,61.500000000000000,3.200000000000000,0.600000000000000,0.600000000000000,0.000000000000000,15.199999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.86%,0.000000000000000,0.000000000000000,0.000000000000000,76.47%,0.000000000000000,0.000000000000000,0.000000000000000,580,568,514,526,554,533,417,398,407,423,438,450,446,493,0.000000000000000,23,7.000000000000000,690,71%,UNDERUTILIZED,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.699999999999999,27.300000000000001,23.100000000000001,22.500000000000000,27.500000000000000,29.300000000000001,20.600000000000001,13.300000000000001,18.800000000000001,8.000000000000000,12.100000000000000,9.800000000000001,15.100000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252129&level=S,77,65,51,83,81,89,0,0,0,0,0,0,82,71,76,81,81,95,0,0,0,0,0,0,69,86,0,0,51,68,56,69,48,68,65,72,53,86,neutral,strong,neutral,strong,neutral,strong,strong,strong,neutral,very strong,0,1,88.099999999999994,86.299999999999997,0.900000000000000,1.300000000000000,2,40,13,40013
-87.68890154,41.89674048,609854,CHOPIN,West Town,2450 W Rice St,receiving school,no,Chopin is the receiving school for LaFayette.,267,0,0,0,CHOPIN,Chopin,Frederic Chopin Elementary School,(773) 534-4080,2450 W Rice St,60622,WEST TOWN,41.896740479999998,-87.688901540000003,"District, non-alternative",Neighborhood Open Area,Level 1,0.700000000000000,8.199999999999999,79.000000000000000,0.000000000000000,0.700000000000000,6.700000000000000,1.100000000000000,3.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.36%,0.000000000000000,0.000000000000000,0.000000000000000,83.52%,0.000000000000000,0.000000000000000,0.000000000000000,619,611,571,561,406,327,292,269,269,313,296,309,267,267,0.000000000000000,24,8.500000000000000,720,37%,UNDERUTILIZED,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.500000000000000,22.000000000000000,25.899999999999999,25.899999999999999,47.299999999999997,21.199999999999999,24.100000000000001,28.500000000000000,17.600000000000001,28.699999999999999,13.699999999999999,15.600000000000000,20.600000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252155&level=S,47,41,65,100,100,95,0,0,0,0,0,0,79,61,79,100,100,95,0,0,0,0,0,0,32,87,0,0,99,99,97,82,99,94,99,75,99,99,very strong,very strong,very strong,very strong,very strong,very strong,very strong,strong,very strong,very strong,0,1,76.200000000000003,91.299999999999997,1.200000000000000,0.800000000000000,2,26,3,26003
-87.62166148,41.68544575,609900,CURTIS,Roseland,32 E 115th St,receiving school,no,Curtis is the receiving school for Songhai.,474,0,0,0,CURTIS,Curtis,George W Curtis Elementary School,(773) 535-5050,32 E 115th St,60628,ROSELAND,41.685445750000000,-87.621661480000000,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,96.400000000000006,3.000000000000000,0.400000000000000,0.000000000000000,0.000000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.86%,0.000000000000000,0.000000000000000,0.000000000000000,93.67%,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,752,680,607,559,525,470,464,455,501,474,0.000000000000000,30,10.000000000000000,900,53%,UNDERUTILIZED,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,59.700000000000003,34.799999999999997,42.600000000000001,42.000000000000000,51.700000000000003,43.500000000000000,50.500000000000000,43.200000000000003,53.299999999999997,37.299999999999997,34.899999999999999,47.000000000000000,39.799999999999997,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252799&level=S,31,49,39,34,46,76,0,0,0,0,0,0,62,65,59,41,64,64,0,0,0,0,0,0,49,32,0,0,58,NDA,NDA,NDA,NDA,NDA,NDA,NDA,43,NDA,neutral,no data available,no data available,no data available,no data available,no data available,no data available,no data available,neutral,no data available,0,1,52.399999999999999,64.200000000000003,-1.600000000000000,0.400000000000000,2,9,31,09031
-87.76655157,41.885506,609904,ELLINGTON,Austin,243 N Parkside Ave,receiving school,no,Ellington is a receiving school for Emmet and Key.,337,0,0,0,ELLINGTON,Ellington,Edward K Ellington Elementary School,(773) 534-6361,243 N Parkside Ave,60644,AUSTIN,41.885505999999999,-87.766551570000004,"District, non-alternative",Neighborhood Open Area,Level 1,0.000000000000000,94.700000000000003,4.200000000000000,0.300000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.18%,0.000000000000000,0.000000000000000,0.000000000000000,89.61%,0.000000000000000,0.000000000000000,0.000000000000000,736,499,497,467,395,301,598,607,525,470,467,382,375,337,0.000000000000000,26,8.000000000000000,780,43%,UNDERUTILIZED,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,45.200000000000003,36.600000000000001,45.299999999999997,46.700000000000003,40.899999999999999,111.400000000000006,40.399999999999999,47.100000000000001,42.899999999999999,24.899999999999999,35.500000000000000,24.699999999999999,30.699999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252187&level=S,56,48,51,68,61,85,0,0,0,0,0,0,66,48,62,73,61,81,0,0,0,0,0,0,37,57,0,0,55,99,NDA,67,NDA,65,NDA,67,37,99,neutral,very strong,no data available,strong,no data available,strong,no data available,strong,weak,very strong,0,1,71.400000000000006,76.099999999999994,1.000000000000000,2.400000000000000,2,29,11,29011
-87.65544435,41.72966698,609924,FORT DEARBORN,Washington Heights,9025 S. Throop Ave,receiving school,no,Fort Dearborn is a receiving school for M. Jackson.,429,0,0,0,FORTDEARBORN,Fort Dearborn,Fort Dearborn Elementary School,(773) 535-2680,9025 S Throop St,60620,WASHINGTON HEIGHTS,41.729666979999998,-87.655444349999996,"District, non-alternative",Neighborhood Open Area,Level 3,0.200000000000000,98.400000000000006,0.200000000000000,1.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.16%,0.000000000000000,0.000000000000000,0.000000000000000,95.8%,0.000000000000000,0.000000000000000,0.000000000000000,890,954,961,1002,917,858,788,690,673,612,593,517,477,429,0.000000000000000,33,10.000000000000000,990,43%,UNDERUTILIZED,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28.600000000000001,23.600000000000001,24.000000000000000,21.199999999999999,20.600000000000001,28.100000000000001,24.899999999999999,20.800000000000001,23.699999999999999,28.800000000000001,22.100000000000001,23.199999999999999,34.399999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252206&level=S,46,50,59,64,71,80,0,0,0,0,0,0,51,63,83,79,86,88,0,0,0,0,0,0,50,67,0,0,71,NDA,NDA,NDA,NDA,NDA,NDA,NDA,61,NDA,strong,no data available,no data available,no data available,no data available,no data available,no data available,no data available,strong,no data available,0,1,47.600000000000001,73.500000000000000,0.000000000000000,0.400000000000000,2,21,36,21036
-87.62258098,41.67058298,609943,GOMPERS,West Pullman,12302 South State Street,receiving school,no,Gompers is the receiving school for Owens.,246,0,0,0,GOMPERS,Gompers,Samuel Gompers Fine Arts Options ES,(773) 535-5475,12302 S State St,60628,WEST PULLMAN,41.670582979999999,-87.622580979999995,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,99.599999999999994,0.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.7,16.780000000000001,15.680000000000000,15.710000000000001,94.31,95.099999999999994,90.939999999999998,99.040000000000006,511,542,527,547,482,490,420,400,374,358,312,287,286,246,20.500000000000000,15,5.500000000000000,450,0.55,UNDERUTILIZED,450,375,300,-0.34,0.66,UNDERUTILIZED,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,19.000000000000000,14.100000000000000,19.000000000000000,26.699999999999999,21.300000000000001,32.399999999999999,19.399999999999999,28.100000000000001,26.199999999999999,26.500000000000000,22.300000000000001,22.300000000000001,21.199999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252222&level=S,,50,43,73,63,80,0,4,1,2,0,0,,62,51,81,81,83,0,1,0,0,3,0,35,75,11,12,52,65,57,57,59,53,39,34,48,54,neutral,strong,neutral,neutral,neutral,neutral,weak,weak,neutral,neutral,0,1,42.899999999999999,67.900000000000006,-0.900000000000000,-0.600000000000000,2,9,4,09004
-87.71867323,41.87071468,609954,GREGORY,East Garfield Park,3715 W Polk St,receiving school,no,Gregory is the receiving school for Bethune.,330,0,0,0,GREGORY,Gregory,John Milton Gregory Elementary School,(773) 534-6820,3715 W Polk St,60624,EAST GARFIELD PARK,41.870714679999999,-87.718673229999993,"District, non-alternative",Neighborhood Open Area,Level 1,0.000000000000000,98.200000000000003,0.900000000000000,0.300000000000000,0.000000000000000,0.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.3%,0.000000000000000,0.000000000000000,0.000000000000000,97.27%,0.000000000000000,0.000000000000000,0.000000000000000,673,606,646,644,586,590,550,428,437,425,373,368,321,330,0.000000000000000,30,10.000000000000000,900,37%,UNDERUTILIZED,,,,,,,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,30.600000000000001,28.800000000000001,20.899999999999999,33.500000000000000,31.899999999999999,27.500000000000000,23.500000000000000,42.700000000000003,45.399999999999999,47.799999999999997,34.000000000000000,36.500000000000000,28.100000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252230&level=S,33,38,37,71,79,89,0,0,0,0,0,0,58,52,52,55,81,88,0,0,0,0,0,0,25,84,0,0,43,46,66,61,59,58,37,38,39,30,neutral,neutral,strong,strong,neutral,neutral,weak,weak,weak,weak,0,1,81.000000000000000,83.099999999999994,-0.100000000000000,1.200000000000000,2,24,26,24026
-87.58686328,41.7934746,609969,HARTE,Hyde Park,1556 E 56th St,receiving school,no,Harte is a receiving school for Canter.,328,0,0,0,HARTE,Harte,Bret Harte Elementary School,(773) 535-0870,1556 E 56th St,60637,HYDE PARK,41.793474600000003,-87.586863280000003,"District, non-alternative",Neighborhood Open Area,Level 2,1.200000000000000,79.299999999999997,4.900000000000000,1.200000000000000,0.000000000000000,10.400000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.16%,0.000000000000000,0.000000000000000,0.000000000000000,76.83%,0.000000000000000,0.000000000000000,0.000000000000000,390,441,463,427,415,426,431,404,431,424,368,359,334,328,0.000000000000000,12,4.000000000000000,360,91%,EFFICIENT,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18.899999999999999,17.199999999999999,18.500000000000000,11.100000000000000,12.900000000000000,12.500000000000000,13.000000000000000,7.800000000000000,10.699999999999999,11.600000000000000,12.100000000000000,12.900000000000000,13.400000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252244&level=S,NDA,NDA,NDA,NDA,NDA,NDA,0,0,0,0,0,0,NDA,NDA,NDA,NDA,NDA,NDA,0,0,0,0,0,0,NDA,NDA,0,0,76,43,NDA,26,NDA,6,NDA,27,77,42,strong,neutral,no data available,weak,no data available,very weak,no data available,weak,strong,neutral,0,1,64.299999999999997,79.799999999999997,1.800000000000000,-0.500000000000000,2,5,35,05035
-87.63270008,41.75733472,609971,HARVARD,Greater Grand Crossing,7525 S Harvard,receiving school,no,Harvard is the receiving school for Yale.,441,0,0,0,HARVARD,Harvard,John Harvard Elementary School of Excellence,(773) 535-3045,7525 S Harvard,60620,GREATER GRAND CROSSING,41.757334720000003,-87.632700080000006,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,98.599999999999994,0.700000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.200000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.3%,0.000000000000000,0.000000000000000,0.000000000000000,98.19%,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,629,583,544,520,517,519,463,455,475,441,0.000000000000000,21,6.500000000000000,630,70%,UNDERUTILIZED,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,53.200000000000003,40.899999999999999,38.500000000000000,37.399999999999999,31.500000000000000,31.000000000000000,48.799999999999997,41.799999999999997,37.000000000000000,37.700000000000003,36.600000000000001,35.399999999999999,31.899999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252246&level=S,28,25,33,46,63,76,0,0,0,0,0,0,40,46,41,59,79,72,0,0,0,0,0,0,25,84,0,0,61,52,43,28,36,20,23,19,61,53,strong,neutral,neutral,weak,weak,weak,weak,very weak,strong,neutral,0,1,42.899999999999999,66.400000000000006,0.100000000000000,-0.700000000000000,2,6,17,06017
-87.73583687,41.87863685,609985,HEFFERAN,West Garfield Park,4409 W Wilcox St,receiving school,no,Hefferan is the receiving school for Goldblatt.,251,0,0,0,HEFFERAN,Hefferan,Helen M Hefferan Elementary School,(773) 534-6192,4409 W Wilcox St,60624,WEST GARFIELD PARK,41.878636849999999,-87.735836870000000,"District, non-alternative",Neighborhood Open Area,Level 1,0.400000000000000,97.599999999999994,0.800000000000000,0.000000000000000,0.800000000000000,0.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.13%,0.000000000000000,0.000000000000000,0.000000000000000,92.83%,0.000000000000000,0.000000000000000,0.000000000000000,556,563,573,558,558,483,471,444,451,418,333,287,259,251,0.000000000000000,21,7.500000000000000,630,40%,UNDERUTILIZED,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,28.300000000000001,36.899999999999999,31.100000000000001,29.300000000000001,33.100000000000001,27.399999999999999,30.500000000000000,29.699999999999999,32.899999999999999,25.100000000000001,17.600000000000001,21.800000000000001,25.399999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252257&level=S,72,62,77,84,89,94,0,0,0,0,0,0,82,75,79,84,80,88,0,0,0,0,0,0,51,83,0,0,63,69,58,67,52,73,39,57,26,61,strong,strong,neutral,strong,neutral,strong,weak,neutral,weak,strong,0,1,73.799999999999997,81.099999999999994,0.800000000000000,1.200000000000000,2,28,44,28044
-87.61128176,41.70036107,610004,CULLEN,Roseland,10650 S Eberhart Ave,receiving school,no,Cullen is a receiving school for Kohn.,245,0,0,0,CULLEN,Cullen,Countee Cullen Elementary School,(773) 535-5375,10650 S Eberhart Ave,60628,ROSELAND,41.700361070000000,-87.611281759999997,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,97.599999999999994,1.200000000000000,0.800000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.88%,0.000000000000000,0.000000000000000,0.000000000000000,96.33%,0.000000000000000,0.000000000000000,0.000000000000000,380,378,451,437,435,411,399,366,366,326,284,238,232,245,0.000000000000000,12,4.500000000000000,360,68%,UNDERUTILIZED,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,27.199999999999999,32.200000000000003,23.699999999999999,26.500000000000000,27.300000000000001,17.399999999999999,17.800000000000001,21.800000000000001,31.399999999999999,23.199999999999999,26.800000000000001,25.600000000000001,18.100000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252637&level=S,77,57,64,84,66,88,0,0,0,0,0,0,83,67,78,97,69,80,0,0,0,0,0,0,57,69,0,0,34,59,NDA,NDA,NDA,NDA,NDA,NDA,26,41,weak,neutral,no data available,no data available,no data available,no data available,no data available,no data available,weak,neutral,0,1,66.700000000000003,79.900000000000006,1.000000000000000,2.500000000000000,2,9,22,09022
-87.73177486,41.86049033,610005,"HUGHES, C",North Lawndale,4247 W 15th St,receiving school,no,HughesC is the receiving school for Henson.,286,0,0,0,HUGHESC,"Hughes, C.",Charles Evans Hughes Elementary School,(773) 534-1762,4247 W 15th St,60623,NORTH LAWNDALE,41.860490329999998,-87.731774860000002,"District, non-alternative",Neighborhood Open Area,Level 2,0.300000000000000,98.299999999999997,0.700000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.09,10.410000000000000,10.859999999999999,7.200000000000000,97.55,99.370000000000005,92.430000000000007,98.000000000000000,565,542,545,532,471,411,409,403,392,386,348,304,317,286,23.000000000000000,17,6.000000000000000,510,0.56,UNDERUTILIZED,510,425,340,-0.33,0.67,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,31.100000000000001,30.600000000000001,27.000000000000000,28.399999999999999,36.600000000000001,40.299999999999997,35.899999999999999,38.500000000000000,39.799999999999997,30.500000000000000,45.100000000000001,35.500000000000000,30.399999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252276&level=S,40,41,54,60,54,79,16,0,0,0,0,0,54,73,67,70,88,72,18,0,0,3,8,3,58,58,8,12,72,36,NDA,NDA,NDA,NDA,NDA,NDA,82,44,strong,weak,no data available,no data available,no data available,no data available,no data available,no data available,very strong,neutral,0,1,57.100000000000001,71.000000000000000,1.000000000000000,0.500000000000000,2,24,11,24011
